gvkey,datadate,tic,act,aedi,at,capx,che,cogs,ib,lct,lt,pi,revt,txach,txc,txdb,txdc,txdi,txt,state
29156,12/31/2023,UFPI,2502.089,,4017.797,180.382,1157.001,5667.556,514.312,567.976,967.577,671.241,7218.384,0,162.645,45.248,-5.573,-5.861,156.784,MI
29162,12/31/2023,JPSE,,,,,,,,,,,,,,,,,,NY
29165,12/31/2023,NSTM,0.087,,2.255,0,0.053,0,-4.187,0.347,4.207,-4.187,0.012,0,0,0,0,0,0,FL
29168,12/31/2023,VNLA,,,,,,,,,,,,,,,,,,CO
29170,12/31/2023,MACE,4.927,,7.495,0.037,0.239,4.633,-4.431,2.673,4.066,-4.429,6.595,0.001,,0,0,0,0.002,OH
29175,12/31/2023,EHMEF,,,4164.167,9.232,144.577,685.678,247.898,,3110.09,336.955,1250.069,,,24.259,-1.752,-1.752,89.057,ON
29175,12/31/2023,EHMEF,,39.84,4164.167,,,,247.898,,3110.09,336.955,1253.287,,90.809,24.259,,-1.752,89.057,ON
29191,12/31/2023,ICHR,401.365,,938.481,15.496,79.955,687.833,-42.985,98.962,373.804,-31.078,811.12,0,2.593,1.169,9.314,9.314,11.907,CA
29194,12/31/2023,TEO,609.065,,6775.411,326.474,350.97,1580.54,-318.794,1368.932,3997.971,-727.245,2546.964,,,570.4,-421.986,-421.986,-418.4,
29206,12/31/2023,FWRD,347.028,,2979.533,30.725,161.573,1033.311,42.803,237.094,2215.272,56.639,1370.735,,22.729,42.2,-8.893,-8.893,13.836,TN
29207,12/31/2023,BYSI,18.419,,24.808,0.1,17.943,24.563,-21.026,7.958,48.269,-21.842,1.751,0,,0,0,0,0.106,NJ
29215,12/31/2023,FST.,,,,,,,,,,,,,,,,,,IL
29217,8/31/2023,RDUS,550.34,,1715.949,129.516,6.032,2545.753,-25.682,323.93,804.29,-28.076,2882.224,,1.187,58.617,-3.934,-3.934,-2.747,OR
29219,9/30/2023,HIO,,,,,,,,,,,,,,,,,,NY
29222,12/31/2023,BNDC,,,,,,,,,,,,,,,,,,IL
29241,6/30/2023,VIAV,945,,1850.5,51.1,525.6,405.8,25.5,343.5,1159.7,60.7,1106.1,-2,30.2,14,4.8,5,35.2,AZ
29251,4/30/2023,KALV,172.326,,183.202,1.196,149.375,0,-92.907,15.032,22.177,-92.907,0,0,0,0,0,0,0,MA
29275,12/31/2023,PRTH,881.294,,1615.337,21.256,51.527,560.281,-1.311,852.068,1502.796,7.152,755.612,,14.549,0,-6.086,-6.086,8.463,GA
29282,12/31/2023,FLG,,,114057,66,11475,3247,-79,,105690,-50,6047,0,,517,-187,,29,NY
29282,12/31/2023,FLG,,,114057,,,,-79,,105690,-50,6047,,,517,,,29,NY
29286,12/31/2023,BBAR,,,7557.777,52.134,2899.152,2090.803,194.023,,5807.797,387.563,4479.312,0,,22.729,-96.457,,193.049,
29286,12/31/2023,BBAR,,,7557.777,,,,194.023,,5807.797,387.563,4219.421,,,22.729,,,193.049,
29293,12/31/2023,MBOT,7.921,,8.327,0.033,6.434,0,-10.74,3.786,3.826,-10.74,0,0,0,0,0,0,0,MA
29300,6/30/2023,WVFC,,,362.839,,,,1.708,,325.66,2.278,13.428,,,0,,,0.57,PA
29300,6/30/2023,WVFC,,,362.839,0.081,25.171,7.507,1.708,,325.66,2.278,13.428,,,0,-0.059,,0.57,PA
29326,12/31/2023,XSHD,,,,,,,,,,,,,,,,,,IL
29332,12/31/2023,PRKR,2.655,,4.023,0.002,2.56,14.715,9.515,2.289,43.542,9.515,25,0,0,0,0,0,0,FL
29359,12/31/2023,SUI,,0,16940.7,,,,-213.3,,9506.8,-217.5,3264.5,,14.5,0,,-22.9,-8.4,MI
29359,12/31/2023,SUI,,,16940.7,0,42.7,2358.4,-213.3,,9506.8,-217.5,3240.6,0,14.5,335.2,-22.9,-22.9,-8.4,MI
29364,12/31/2023,ESGU,,,,,,,,,,,,,,,,,,CA
29378,12/31/2023,BEST,435.812,,881.942,18.265,207.341,1110.784,-117.002,684.307,891.801,-127.98,1172.786,0.171,,0,0,0,0.161,
29382,12/31/2023,SHOO,854.832,,1347.943,19.47,219.813,1147.145,171.554,377.624,499.911,220.614,1981.582,,40.534,8.606,6.105,6.105,46.639,NY
29389,12/31/2023,SPG,,,34283.495,,,,2283.126,,30595.897,2698.892,6445.26,,,0,,,81.874,IN
29389,12/31/2023,SPG,,,34283.495,0,2168.991,2478.337,2283.126,,30595.897,2698.892,6034.499,0,,,0,,81.874,IN
29392,12/31/2023,EMN,3481,,14633,833,548,6666,894,2576,9103,1087,9210,,293,601,-102,-102,191,TN
29399,12/31/2023,RA,,,,,,,,,,,,,,,,,,NY
29405,12/31/2023,VSHY,,,,,,,,,,,,,,,,,,NY
29412,12/31/2023,RMT,,,,,,,,,,,,,,,,,,NY
29418,12/31/2023,NDRA,3.033,,6.754,0.034,2.834,0,-10.06,0.903,1.095,-10.06,0,0,0,0,0,0,0,MI
29421,12/31/2023,HYLB,,,,,,,,,,,,,,,,,,NY
29430,12/31/2023,HXX.,,,,,,,,,,,,,,,,,,ON
29444,12/31/2023,NFLY,,,,,,,,,,,,,,,,,,WI
29449,12/31/2023,UFPT,144.633,,404.136,10.49,5.263,276.44,44.924,58.209,118.045,53.902,400.072,,8.155,0.428,0.816,0.823,8.978,MA
29453,12/31/2023,LNG,6331,,43076,2121,4543,3197,9881,3888,34056,14578,20394,0,130,1545,2389,2389,2519,TX
29476,11/30/2023,THTX,63.297,,77.769,0.318,40.387,87.113,-23.957,47.294,98.639,-23.536,81.764,,,0,-0.029,-0.029,0.421,QC
29478,3/31/2023,ATS,1451.974,,3543.793,56.104,159.867,1829.538,127.433,1043.571,2413.21,159.771,2577.384,,,104.459,-37.542,-37.542,32.07,ON
29499,12/31/2023,AFBI,,,843.258,,,,6.448,,721.742,8.388,45.166,,,0,,,1.94,GA
29499,12/31/2023,AFBI,,,843.258,0.527,50.025,15.46,6.448,,721.742,8.388,45.166,0,,0,0.399,,1.94,GA
29510,12/31/2023,DIVO,,,,,,,,,,,,,,,,,,IL
29512,12/31/2023,NULG,,,,,,,,,,,,,,,,,,IL
29513,12/31/2023,KSBI,,,613.596,2.485,19.445,9.437,6.209,,573.118,7.838,32.621,0,,0,0.206,,1.629,NC
29513,12/31/2023,KSBI,,,613.596,,,,6.209,,573.118,7.838,32.621,,,0,,,1.629,NC
29517,12/31/2023,MED,224.029,,309.908,6.483,150.041,286.204,99.415,92.3,108.427,128.797,1072.054,,28.171,0,1.211,1.211,29.382,MD
29518,12/31/2023,NULV,,,,,,,,,,,,,,,,,,IL
29519,12/31/2023,NUMG,,,,,,,,,,,,,,,,,,IL
29520,12/31/2023,NUMV,,,,,,,,,,,,,,,,,,IL
29521,12/31/2023,NUSC,,,,,,,,,,,,,,,,,,IL
29535,12/31/2023,JHMD,,,,,,,,,,,,,,,,,,MA
29537,12/31/2023,TRVG,207.724,,359.314,3.884,140.836,11.755,-181.803,39.778,121.638,-168.106,536.127,,,29.346,-3.87,-3.87,13.697,
29538,12/31/2023,COWZ,,,,,,,,,,,,,,,,,,PA
29551,12/31/2023,NURE,,,,,,,,,,,,,,,,,,IL
29552,12/31/2023,BOWFF,368.537,,8141.876,6.96,341.025,212.669,666.099,600.521,3821.804,666.177,547.604,0,,0,0.075,0.078,0.078,AB
29552,12/31/2023,BOWFF,368.537,,8141.876,,,,666.099,600.521,3821.804,666.177,1043.988,,0,0,,0.078,0.078,AB
29555,9/30/2023,UGI1,251,,4787,511,23,1081,206,563,2939,266,1547,,57,506,3,3,60,PA
29558,8/31/2023,PIXY,3.82,,6.5,0.346,0.075,16.251,-33.868,54.835,57.625,-33.315,17.129,0,0.013,0,0,0,0.013,FL
29568,12/31/2023,WBIY,,,,,,,,,,,,,,,,,,NJ
29569,3/31/2023,YTRA,66.677,,82.377,0.241,13.209,27.083,-3.522,70.323,73.618,-2.939,46.604,,,0.087,-0.064,-0.064,0.57,
29576,12/31/2023,NODK,,,654.886,,,,-5.476,,404.487,-4.263,369.064,,2.845,0,,-1.882,0.963,ND
29576,12/31/2023,NODK,,,654.886,0.974,66.129,361.917,-5.476,,404.487,-4.263,365.695,,2.845,0,-1.882,-1.882,0.963,ND
29598,12/31/2023,ICCH,,,211.017,0.617,6.171,76.651,4.257,,144.013,5.522,82.942,0,,0,0.089,0.089,1.265,IL
29609,6/30/2023,HAIN,591.031,,2258.639,27.879,53.364,1363.227,-116.537,230.867,1240.732,-130.715,1796.643,0,11.775,72.086,-25.953,-25.953,-14.178,NJ
29621,7/31/2023,STCN,319.274,,411.181,2.118,123.403,135.862,15.609,67.754,104.818,16.841,189.087,,1.482,0.806,-0.25,-0.25,1.232,NY
29636,6/30/2023,VVPR,10.297,,61.416,4.886,1.161,13.472,-20.148,18.915,57.67,-19.608,15.179,,0.922,2.232,0.382,-0.382,0.54,
29649,12/31/2023,MAA,,,11484.503,0,55.091,1400.988,552.806,,5185.381,572.575,2182.306,0,,3.875,0,,4.744,TN
29649,12/31/2023,MAA,,,11484.503,,,,552.806,,5185.381,572.575,2194.674,,,3.875,,,4.744,TN
29665,12/31/2023,OUSM,,,,,,,,,,,,,,,,,,CO
29666,12/31/2023,INSE,152.5,,340.9,32.8,40,136.2,7.6,100.7,418.9,12.6,323,-6.4,5,0,0,0,5,NY
29670,12/31/2023,METC,189.739,,665.836,82.904,42.762,493.793,82.313,169.986,296.231,104.663,693.524,0,3.636,54.352,18.714,18.714,22.35,KY
29680,12/31/2023,WTTR,454.059,,1218.19,135.866,57.083,1214.878,74.403,211.547,326.018,19.023,1585.353,0,1.763,0,-61.959,-61.959,-60.196,TX
29692,7/31/2023,WEBC,301.148,,483.676,31.735,22.066,583.842,26.644,142.055,181.199,32.818,686.916,,,0,,,6.174,OK
29698,4/30/2023,SGMA,220.466,,268.627,4.334,0.819,356.825,14.194,152.309,200.536,17.186,414.436,0.15,5.355,0,-2.363,-2.363,2.992,IL
29705,4/30/2023,DAKT,342.657,,468.104,25.385,25.224,585.848,6.802,210.163,267.226,13.257,754.196,2.354,9.975,0.195,-3.633,-3.52,6.455,SD
29714,6/30/2023,ATXMF,6.069,,6.069,0,0.34,0.457,-2.527,9.643,18.779,-2.527,2.11,0,0,0,0,0,0,ON
29721,3/31/2023,MATH,55.92,,56.078,0.003,9.471,3.503,-12.309,47.442,47.482,-11.701,5.692,,,0,0,0,0.218,
29724,12/31/2023,IFN,,,,,,,,,,,,,,,,,,
29733,12/31/2023,MLM,3918.9,,15124.9,650.3,1282.3,4247.3,1199.8,1170.2,7089.3,1492.8,6777.2,,306.9,874.6,-36.1,-14.4,292.5,NC
29736,12/31/2023,TSCO,3263.939,,9188.151,753.883,397.071,9327.522,1107.226,2177.082,7038.389,1432.402,14555.741,,315.117,60.032,6.172,10.059,325.176,TN
29744,12/31/2023,IIF,,,,,,,,,,,,,,,,,,NY
29749,12/31/2023,RVRF,,,3235.25,7.884,76.765,58.196,26.739,,3032.429,33.587,152.858,0,,0,-1.896,,6.848,AL
29749,12/31/2023,RVRF,,,3235.25,,,,26.739,,3032.429,33.587,152.858,,,0,,,6.848,AL
29751,12/31/2023,ALB,5216.919,,18270.652,2149.281,889.9,8001.35,1573.476,3560.462,8605.553,2100.82,9617.203,,329.4,558.43,100.877,100.877,430.277,NC
29752,3/31/2023,TRUFF,22.208,,30.143,2.065,18.532,2.243,-5.398,2.683,3.8,-5.96,3.95,-0.066,-0.062,0.506,-0.097,-0.097,-0.159,ON
29755,9/30/2023,BZH,,,2411.033,20.334,386.289,1764.09,158.688,,1308.214,182.646,2206.785,,1.896,0,,22.062,23.958,GA
29760,12/31/2023,KRP,103.14,,1337.789,490.807,30.993,87.717,66.541,12.977,309.322,86.772,294.069,0,3.766,0,0,0,3.766,TX
29769,12/31/2023,PBEGF,22.57,,138.948,18.949,8.186,10.948,-20.598,30.151,79.182,-12.713,35.925,,,21.433,6.779,6.779,7.885,AB
29771,12/31/2023,DFNL,,,,,,,,,,,,,,,,,,AZ
29772,12/31/2023,NIHK,0.01,,3.82,0,0.01,0.224,0.496,0.003,0.329,0.496,0.665,0,0,0,0,0,0,CA
29787,12/31/2023,TBLL,,,,,,,,,,,,,,,,,,IL
29789,12/31/2023,ARCAY,1981.863,,4177.246,44.844,320.415,4994.464,176.835,1646.995,3004.219,246.094,5530.399,,,58.161,-12.233,-12.233,69.723,
29790,12/31/2023,DUSA,,,,,,,,,,,,,,,,,,AZ
29794,12/31/2023,DWLD,,,,,,,,,,,,,,,,,,AZ
29804,12/31/2023,IVZ,,,28933.8,,,,-96.9,,13017.8,-237.9,5938.8,,239.5,1325.7,,-309.2,-69.7,GA
29804,12/31/2023,IVZ,,,28933.8,164.3,2128.3,4697.9,-96.9,,13017.8,-237.9,5716.4,,239.5,1325.7,0,-309.2,-69.7,GA
29816,3/31/2023,GRVE,0.005,,0.005,0,0.005,0,-0.121,0.443,0.443,-0.121,0,0,0,0,0,0,0,MN
29820,12/31/2023,SRGMF,9.055,,9.385,0.042,8.87,0,-5.491,0.639,0.675,-5.491,0,0,0,0,0,0,0,
29830,9/30/2023,WRK,6993.1,,27443.7,1142.1,393.4,15558.3,-1649,4919.4,17346,-1704.6,20310,0,414.8,2433.2,-475.2,-475.2,-60.4,GA
29837,12/31/2023,BCRX,495.966,,516.96,2.168,390.791,3.006,-226.539,149.988,972.488,-226.229,331.412,0,,,0,-0.682,0.31,NC
29839,12/31/2023,APTL,28.062,,191.199,24.323,5.128,41.223,6.148,17.59,118.525,8.04,64.204,2.145,2.998,15.854,-1.107,-1.106,1.892,WA
29842,12/31/2023,HARC.,,,,,,,,,,,,,,,,,,ON
29850,12/31/2023,TV,3673.668,,15537.726,870.024,1927.58,1811.458,-498.229,2063.898,7571.452,-362.549,4363.592,,,62.32,41.223,41.223,158.426,
29855,12/31/2023,FMNB,,,5078.35,3.88,103.658,84.702,49.932,,4673.935,58.698,255.196,,,0,0,,8.766,OH
29855,12/31/2023,FMNB,,,5078.35,,,,49.932,,4673.935,58.698,255.196,,,0,,,8.766,OH
29868,12/31/2023,MAC,,,7513.512,,,,-274.065,,4985.911,-278.593,766.634,,0,0,,-0.494,-0.494,CA
29868,12/31/2023,MAC,,,7513.512,0,190.294,830.746,-274.065,,4985.911,-278.593,727.131,0,0,0,,-0.494,-0.494,CA
29870,12/31/2023,ZEUS,603.169,,984.835,21.326,13.224,1682.451,44.529,180.237,429.357,61.587,2158.163,0,15.15,11.51,,1.908,17.058,OH
29875,12/31/2023,AVB,,,20678.214,18.962,530.96,1805.097,928.825,,8893.423,938.591,2781.363,0,,0,0,,10.153,VA
29875,12/31/2023,AVB,,,20678.214,,,,928.825,,8893.423,938.591,3116.094,,,0,,,10.153,VA
29888,12/31/2023,MEE.,,,,,,,,,,,,,,,,,,ON
29894,12/31/2023,NNBR,182.554,,510.885,20.496,21.903,419.175,-50.15,81.619,308.084,-47.865,489.27,,3.447,4.988,-1.273,-1.162,2.285,NC
29901,7/31/2023,CPRT,3262.604,,6737.879,516.636,2363.984,1990.43,1237.741,492.769,750.439,1554.328,3869.518,21.866,316.91,89.492,9.946,-0.323,316.587,TX
29910,6/30/2023,SCSC,1657.075,,2068.169,9.979,39.678,3337.526,88.092,786.801,1162.871,121.85,3787.721,9.857,35.996,3.816,-1.496,-2.238,33.758,SC
29912,6/30/2023,RCS,,,,,,,,,,,,,,,,,,CA
29913,12/31/2023,CMRB,,,1436.099,1.257,61.724,27.961,13.777,,1252.103,18.433,74.185,0,,0,1.493,,4.656,NJ
29913,12/31/2023,CMRB,,,1436.099,,,,13.777,,1252.103,18.433,74.185,,,0,,,4.656,NJ
29914,12/31/2023,LPTX,71.597,,72.825,0,70.643,0,-81.414,12.684,12.684,-81.414,0,0,0,0,0,0,0,MA
29917,12/31/2023,CEFC,,,579.161,1.033,36.678,6.86,6.173,,532.351,7.525,27.391,0,,0,,,1.352,MI
29917,12/31/2023,CEFC,,,579.161,,,,6.173,,532.351,7.525,27.391,,,0,,,1.352,MI
29930,3/31/2023,MPAA,537.478,,1028.565,4.201,13.607,547.217,-4.207,382.592,708.09,-3.109,683.074,0,6.305,0.718,-5.207,-5.207,1.098,CA
29941,12/31/2023,DXC.,,,,,,,,,,,,,,,,,,ON
29943,12/31/2023,DXO.,,,,,,,,,,,,,,,,,,ON
29944,12/31/2023,BMBN,,,1162.325,,,,15.38,,1063.633,19.289,62.248,,,0,,,3.909,VA
29944,12/31/2023,BMBN,,,1162.325,4.582,97.216,8.146,15.38,,1063.633,19.289,62.248,0,,0,0.181,,3.909,VA
29945,12/31/2023,DYAGF,,,,,,,,,,,,,,,,,,ON
29946,12/31/2023,LARK,,,1561.672,0.995,32.019,21.74,12.236,,1434.758,14.19,77.913,0,,0,0.404,,1.954,KS
29946,12/31/2023,LARK,,,1561.672,,,,12.236,,1434.758,14.19,77.913,,,0,,,1.954,KS
29947,12/31/2023,DXP.,,,,,,,,,,,,,,,,,,ON
29951,12/31/2023,BIIAF,212.378,,232.85,1.479,0,208.372,7.093,85.316,136.906,7.194,238.526,,,0.022,1.074,1.074,0.101,MB
29955,12/31/2023,BHC,5596,,27350,215,962,2349,-592,4302,27432,-390,8757,,,163,51,6,221,QC
29956,12/31/2023,DXU.,,,,,,,,,,,,,,,,,,ON
29962,10/31/2023,LMNR,30.225,,301.21,10.305,3.631,165.35,9.4,33.358,100.713,13.364,179.901,-1.035,6.194,22.172,-1.947,-1.947,4.247,CA
29984,12/31/2023,PLD,,,93020.84,,,,3059.214,,35197.12,3464.183,9157.846,,193.33,118.682,,17.708,211.038,CA
29984,12/31/2023,PLD,,,93020.84,0,530.388,4548.58,3059.214,,35197.12,3464.183,8427.917,,193.33,118.682,17.708,17.708,211.038,CA
29985,12/31/2023,STN,2272.5,,6076.7,100.6,352.9,2321.5,331.2,1615.7,3320.1,427.2,5066.2,,,24.4,-45.6,-45.6,96,AB
29994,12/31/2023,FMBH,,,7586.794,3.639,144.534,112.807,68.935,,6793.59,88.405,386.952,0,,0,16.739,,19.47,IL
29994,12/31/2023,FMBH,,,7586.794,,,,68.935,,6793.59,88.405,386.952,,,0,,,19.47,IL
30004,12/31/2023,INVH,,,19220.967,,897.484,1648.138,519.47,,9030.532,521.028,2414.401,0,0,0,0,0,0,TX
30004,12/31/2023,INVH,,,19220.967,,,,519.47,,9030.532,521.028,2673.929,,0,0,,0,0,TX
30024,12/31/2023,TIGO,1915,,14516,814,831,1507,-86,2329,11071,175,5661,,,140,163,163,424,
30030,12/31/2023,SILC,135.128,,167.734,1.122,54.929,83.298,-26.413,12.877,19.472,-27.302,124.131,0,,0.046,-1.885,-1.885,-0.889,
30032,3/31/2023,EXP,521.503,,2781.002,110.143,15.242,1370.249,461.54,212.889,1595.308,588.593,2148.069,0,122.46,236.844,4.475,4.593,127.053,TX
30039,12/31/2023,QCD.,,,,,,,,,,,,,,,,,,ON
30040,12/31/2023,QEM.,,,,,,,,,,,,,,,,,,ON
30045,12/31/2023,QIE.,,,,,,,,,,,,,,,,,,ON
30048,12/31/2023,QUS.,,,,,,,,,,,,,,,,,,ON
30055,6/30/2023,SMBC,,,4360.211,,,,39.237,,3914.153,49.463,202.303,,,0,,,10.226,MO
30055,6/30/2023,SMBC,,,4360.211,6.039,55.221,66.732,39.237,,3914.153,49.463,202.303,0,,0,-0.974,,10.226,MO
30059,1/31/2023,AEO,1100.241,,3420.956,260.378,170.209,3234.306,125.136,768.948,1821.793,178.494,4989.833,,22.309,0,31.049,31.049,53.358,PA
30067,12/31/2023,ADC,,,7774.836,0,14.524,250.169,169.959,,2574.683,173.457,537.495,0,,0,0,,2.91,MI
30067,12/31/2023,ADC,,,7774.836,,,,169.959,,2574.683,173.457,541.301,,,0,,,2.91,MI
30075,12/31/2023,VET,823.514,,6235.821,590.191,141.456,1838.087,-237.587,696.074,3204.173,-278.282,2007.861,,,380.97,-190.193,-190.193,-40.695,AB
30076,3/31/2023,HLNE,,39.913,1140.543,,,,109.12,,566.351,242.61,530.157,,34.972,0,,20.453,55.425,PA
30076,3/31/2023,HLNE,,,1140.543,4.747,116.552,281.271,109.12,,566.351,242.61,528.753,0,34.972,0,20.433,20.453,55.425,PA
30091,12/31/2023,SNAP,4975.843,,7967.758,211.727,3544.08,2101.366,-1322.485,1134.118,5553.646,-1294.423,4606.115,0,35.312,,0,-7.25,28.062,CA
30092,12/31/2023,DQWS,0.317,,0.367,0,0.249,1.088,-0.05,0.295,0.311,-0.049,1.47,0,0.001,0,0,0,0.001,
30098,12/31/2023,IR,4050.4,,15563.5,105.4,1595.5,3902.3,778.7,1827.3,5716.8,1025.1,6876.1,,316.9,612.6,-76.9,-76.9,240,NC
30125,12/31/2023,VCB.,,,,,,,,,,,,,,,,,,ON
30126,12/31/2023,VGV.,,,,,,,,,,,,,,,,,,ON
30129,12/31/2023,VLB.,,,,,,,,,,,,,,,,,,ON
30137,12/31/2023,NKTR,330.701,,398.033,0.865,303.616,26.768,-276.056,51.269,267.046,-276.256,90.122,0,-0.06,,-0.14,-0.14,-0.2,CA
30140,12/31/2023,LYBC,,,1848.564,0.234,57.273,25.183,17.354,,1744.904,22.559,86.417,0,,0,0.083,,5.2,NY
30140,12/31/2023,LYBC,,,1848.564,,,,17.354,,1744.904,22.559,86.417,,,0,,,5.2,NY
30141,12/31/2023,OJOC,8.695,,79.644,4.283,8.367,5.885,3.57,2.606,47.153,4.731,15.172,0,1.273,0.879,-0.093,-0.093,1.18,CA
30145,12/31/2023,PUMP,310.809,,1480.312,370.869,41.099,1131.801,85.634,271.149,481.92,115.502,1630.399,,2.028,93.105,27.84,27.84,29.868,TX
30147,12/31/2023,PFFR,,,,,,,,,,,,,,,,,,NY
30170,3/31/2023,FLEX,16021,,21395,635,3294,27644,793,10855,15689,974,30346,0,142,77,-192,-201,-59,TX
30182,12/31/2023,ZWCCF,,,,,,,,,,,,,,,,,,ON
30190,12/31/2023,ZHP.,,,,,,,,,,,,,,,,,,ON
30196,12/31/2023,ZUP.,,,,,,,,,,,,,,,,,,ON
30201,12/31/2023,ZPH.,,,,,,,,,,,,,,,,,,ON
30202,12/31/2023,ADVZF,20.392,,159.679,22.198,18.112,6.465,-10.945,35.019,48.301,-12.431,0,0,0,0,0,0,0,ON
30217,7/31/2023,RKIGF,32.356,,62.788,3.437,12.139,35.746,1.322,9.065,16.881,1.137,46.751,0,0,0,-0.185,-0.185,-0.185,ON
30218,12/31/2023,BSAC,,,81089.59,87.177,4111.253,4144.883,660.935,,74995.566,788.642,5971.19,,,248.593,-149.65,,111.27,
30218,12/31/2023,BSAC,,,81089.59,,,,660.935,,74995.566,788.642,5592.912,,,248.593,,,111.27,
30220,12/31/2023,SYPR,103.867,,129.342,2.139,7.881,115.716,-1.596,86.482,106.875,-0.933,136.223,,0.609,0,0.054,0.054,0.663,KY
30222,12/31/2023,ABCB,,,25203.699,,,,269.105,,21776.952,356.935,1522.777,,,0,,,87.83,GA
30222,12/31/2023,ABCB,,,25203.699,17.531,1167.304,588.047,269.105,,21776.952,356.935,1522.777,2.271,,0,-20.468,,87.83,GA
30223,12/31/2023,SACH,,,625.539,,50.374,20.254,15.899,,395.464,15.899,65.609,0,0,0,0,0,0,CT
30232,6/30/2023,CUBA,,,,,,,,,,,,,,,,,,FL
30241,12/31/2023,TELL,117.53,,1324.028,313.78,80.477,35.616,-166.177,179.198,699.104,-166.177,166.128,,0,0,0,0,0,TX
30242,9/30/2023,CEGMF,0.015,,1.168,0,0.004,0,-0.387,2.783,6.783,-0.387,0,0,0,0,0,0,0,ON
30256,12/31/2023,GNOM,,,,,,,,,,,,,,,,,,NY
30259,12/31/2023,PENN,1659,,16064.2,360,1093.3,4000.8,-490,1490,12864.6,-499.6,6362.9,-50.2,25.7,117.6,-32.7,-33.9,-8.2,PA
30260,12/31/2023,SSD,1312.441,,2704.724,88.824,429.822,1095.341,353.987,361.257,1024.978,476.547,2213.803,0,130.101,98.17,-7.541,-7.541,122.56,CA
30280,12/31/2023,REKR,25.336,,92.151,1.388,15.713,16.499,-45.685,17.236,58.781,-45.653,34.933,0,0.019,0.065,0.013,0.013,0.032,MD
30284,12/31/2023,LBRT,954.254,,3033.557,603.298,36.784,3349.37,556.317,639.424,1192.149,734.89,4747.928,,58.17,102.34,120.312,120.312,178.482,CO
30290,12/31/2023,TBLU,,,,,,,,,,,,,,,,,,KS
30292,12/31/2023,FIXD,,,,,,,,,,,,,,,,,,IL
30293,12/31/2023,ESS,,,12361.427,0,400.334,1079.789,405.825,,6735.244,430.708,1716.394,0,0,0,0,0,0,CA
30293,12/31/2023,ESS,,,12361.427,,,,405.825,,6735.244,430.708,1779.603,,0,0,,0,0,CA
30298,12/31/2023,HIW,,,6002.928,0,31.569,568.193,148.715,,3515.386,151.33,840.141,0,0,0,0,0,0,NC
30298,12/31/2023,HIW,,,6002.928,,,,148.715,,3515.386,151.33,896.876,,0,0,,0,0,NC
30311,12/31/2023,VRDN,486.478,,490.424,0.898,477.37,223.242,-237.734,26.635,48.402,-237.734,0.314,0,0,0,0,0,0,MA
30312,12/31/2023,IMAX,,,814.669,24.491,79.722,127.142,25.335,,469.08,46.117,374.839,0,,12.521,-1.447,-1.447,13.051,ON
30369,12/31/2023,CIXXF,1675.454,,9981.603,,,,5.018,5010.261,8941.565,149.702,3156.609,,173.743,479.15,,-30.13,143.613,ON
30369,12/31/2023,CIXXF,1675.454,,9981.603,39.125,179.81,2298.321,5.018,5010.261,8941.565,149.702,3156.609,,,479.15,-30.13,-30.13,143.613,ON
30384,12/31/2023,FR,,,5175.765,0,43.844,321.018,274.816,,2540.66,294.529,642.567,0,28.743,,0,-20.051,8.692,IL
30384,12/31/2023,FR,,,5175.765,,,,274.816,,2540.66,294.529,752.008,,28.743,0,,-20.051,8.692,IL
30397,12/31/2023,HCC,1069.166,,2357.058,524.786,747.227,943.22,478.629,147.67,482.612,551.419,1676.625,0,19.919,74.531,52.871,52.871,72.79,AL
30398,12/31/2023,FALC,7.284,,12.277,0.008,3.409,1.556,0.978,6.392,11.704,1.058,11.599,,0.152,0.465,-0.056,-0.072,0.08,TX
30407,12/31/2023,BLES,,,,,,,,,,,,,,,,,,ID
30408,12/31/2023,ISMD,,,,,,,,,,,,,,,,,,ID
30416,12/31/2023,HMNF,,,1107.135,0.691,11.151,13.433,6.005,,999.428,8.553,51.758,,,0,0.157,,2.548,MN
30416,12/31/2023,HMNF,,,1107.135,,,,6.005,,999.428,8.553,51.758,,,0,,,2.548,MN
30421,12/31/2023,STLJF,1947,,3708,155,0,2537,326,384,2056,431,3319,,,175,22,22,105,QC
30432,12/31/2023,CNUCF,1.535,,1.535,0,0.888,0.121,-1.753,0.153,0.231,-1.753,0.163,0,0,0,0,0,0,ON
30433,12/31/2023,GRNB,,,,,,,,,,,,,,,,,,NY
30435,1/31/2023,JILL,160.82,,466.417,15.067,87.053,193.218,42.175,126.987,466.636,58.674,615.268,0,17.144,10.059,-0.645,-0.645,16.499,MA
30436,12/31/2023,AKO.B,1119.877,,3332.491,219.816,346.403,1698.715,195.558,790.338,2281.951,297.151,2986.773,,,205.857,,17.127,98.091,
30443,12/31/2023,FDP,1144.3,,3184.1,57.7,33.8,3888,-11.4,540.6,1271.4,16.5,4320.7,,,72.7,-3.8,-3.8,18.1,
30449,4/30/2023,IPA,16.792,,77.813,1.495,8.28,7.397,-26.56,5.92,20.01,-27.752,20.665,,,7.661,-0.926,-0.95,-1.192,BC
30452,12/31/2023,BBD,,,394772.618,,,,3116.55,,361358.668,2404.835,51945.039,,,1086.517,,,-763.535,
30452,12/31/2023,BBD,,,394772.618,402.519,73402.635,32840.789,3116.55,,361358.668,2404.835,51945.039,,,1086.517,-942.759,,-763.535,
